film_id,category_id,last_update
736,8,2022-02-15 18:07:09+08
737,11,2022-02-15 18:07:09+08
738,9,2022-02-15 18:07:09+08
739,7,2022-02-15 18:07:09+08
740,11,2022-02-15 18:07:09+08
741,12,2022-02-15 18:07:09+08
742,10,2022-02-15 18:07:09+08
743,2,2022-02-15 18:07:09+08
744,4,2022-02-15 18:07:09+08
745,15,2022-02-15 18:07:09+08
746,10,2022-02-15 18:07:09+08
747,10,2022-02-15 18:07:09+08
748,1,2022-02-15 18:07:09+08
749,11,2022-02-15 18:07:09+08
750,13,2022-02-15 18:07:09+08
751,13,2022-02-15 18:07:09+08
752,12,2022-02-15 18:07:09+08
753,8,2022-02-15 18:07:09+08
754,5,2022-02-15 18:07:09+08
755,3,2022-02-15 18:07:09+08
756,5,2022-02-15 18:07:09+08
757,6,2022-02-15 18:07:09+08
758,7,2022-02-15 18:07:09+08
759,13,2022-02-15 18:07:09+08
760,13,2022-02-15 18:07:09+08
761,3,2022-02-15 18:07:09+08
762,10,2022-02-15 18:07:09+08
763,15,2022-02-15 18:07:09+08
764,15,2022-02-15 18:07:09+08
765,5,2022-02-15 18:07:09+08
766,7,2022-02-15 18:07:09+08
767,12,2022-02-15 18:07:09+08
768,3,2022-02-15 18:07:09+08
769,9,2022-02-15 18:07:09+08
770,9,2022-02-15 18:07:09+08
771,7,2022-02-15 18:07:09+08
772,7,2022-02-15 18:07:09+08
773,15,2022-02-15 18:07:09+08
774,5,2022-02-15 18:07:09+08
775,7,2022-02-15 18:07:09+08
776,6,2022-02-15 18:07:09+08
777,15,2022-02-15 18:07:09+08
778,8,2022-02-15 18:07:09+08
779,15,2022-02-15 18:07:09+08
780,8,2022-02-15 18:07:09+08
781,10,2022-02-15 18:07:09+08
782,15,2022-02-15 18:07:09+08
783,16,2022-02-15 18:07:09+08
784,16,2022-02-15 18:07:09+08
785,16,2022-02-15 18:07:09+08
786,3,2022-02-15 18:07:09+08
787,16,2022-02-15 18:07:09+08
788,6,2022-02-15 18:07:09+08
789,9,2022-02-15 18:07:09+08
790,7,2022-02-15 18:07:09+08
791,6,2022-02-15 18:07:09+08
792,9,2022-02-15 18:07:09+08
793,1,2022-02-15 18:07:09+08
794,1,2022-02-15 18:07:09+08
795,8,2022-02-15 18:07:09+08
796,15,2022-02-15 18:07:09+08
797,12,2022-02-15 18:07:09+08
798,14,2022-02-15 18:07:09+08
799,11,2022-02-15 18:07:09+08
800,11,2022-02-15 18:07:09+08
801,3,2022-02-15 18:07:09+08
802,1,2022-02-15 18:07:09+08
803,7,2022-02-15 18:07:09+08
804,11,2022-02-15 18:07:09+08
805,2,2022-02-15 18:07:09+08
806,13,2022-02-15 18:07:09+08
807,10,2022-02-15 18:07:09+08
808,4,2022-02-15 18:07:09+08
809,15,2022-02-15 18:07:09+08
810,8,2022-02-15 18:07:09+08
811,16,2022-02-15 18:07:09+08
812,6,2022-02-15 18:07:09+08
813,15,2022-02-15 18:07:09+08
814,5,2022-02-15 18:07:09+08
815,4,2022-02-15 18:07:09+08
816,2,2022-02-15 18:07:09+08
817,14,2022-02-15 18:07:09+08
818,7,2022-02-15 18:07:09+08
819,12,2022-02-15 18:07:09+08
820,2,2022-02-15 18:07:09+08
821,9,2022-02-15 18:07:09+08
822,8,2022-02-15 18:07:09+08
823,1,2022-02-15 18:07:09+08
824,8,2022-02-15 18:07:09+08
825,1,2022-02-15 18:07:09+08
826,16,2022-02-15 18:07:09+08
827,7,2022-02-15 18:07:09+08
828,4,2022-02-15 18:07:09+08
829,8,2022-02-15 18:07:09+08
830,11,2022-02-15 18:07:09+08
831,14,2022-02-15 18:07:09+08
832,8,2022-02-15 18:07:09+08
833,3,2022-02-15 18:07:09+08
834,6,2022-02-15 18:07:09+08
835,10,2022-02-15 18:07:09+08
836,15,2022-02-15 18:07:09+08
837,5,2022-02-15 18:07:09+08
838,1,2022-02-15 18:07:09+08
839,14,2022-02-15 18:07:09+08
840,10,2022-02-15 18:07:09+08
841,15,2022-02-15 18:07:09+08
842,10,2022-02-15 18:07:09+08
843,4,2022-02-15 18:07:09+08
844,15,2022-02-15 18:07:09+08
845,9,2022-02-15 18:07:09+08
846,13,2022-02-15 18:07:09+08
847,13,2022-02-15 18:07:09+08
848,16,2022-02-15 18:07:09+08
849,2,2022-02-15 18:07:09+08
850,1,2022-02-15 18:07:09+08
851,15,2022-02-15 18:07:09+08
852,3,2022-02-15 18:07:09+08
853,3,2022-02-15 18:07:09+08
854,11,2022-02-15 18:07:09+08
855,6,2022-02-15 18:07:09+08
856,11,2022-02-15 18:07:09+08
857,5,2022-02-15 18:07:09+08
858,5,2022-02-15 18:07:09+08
859,2,2022-02-15 18:07:09+08
860,14,2022-02-15 18:07:09+08
861,10,2022-02-15 18:07:09+08
862,4,2022-02-15 18:07:09+08
863,14,2022-02-15 18:07:09+08
864,3,2022-02-15 18:07:09+08
865,2,2022-02-15 18:07:09+08
866,8,2022-02-15 18:07:09+08
867,8,2022-02-15 18:07:09+08
868,16,2022-02-15 18:07:09+08
869,1,2022-02-15 18:07:09+08
870,11,2022-02-15 18:07:09+08
871,5,2022-02-15 18:07:09+08
872,16,2022-02-15 18:07:09+08
873,3,2022-02-15 18:07:09+08
874,4,2022-02-15 18:07:09+08
875,15,2022-02-15 18:07:09+08
876,11,2022-02-15 18:07:09+08
877,12,2022-02-15 18:07:09+08
878,16,2022-02-15 18:07:09+08
879,12,2022-02-15 18:07:09+08
880,2,2022-02-15 18:07:09+08
881,11,2022-02-15 18:07:09+08
882,7,2022-02-15 18:07:09+08
883,3,2022-02-15 18:07:09+08
884,12,2022-02-15 18:07:09+08
885,11,2022-02-15 18:07:09+08
886,2,2022-02-15 18:07:09+08
887,2,2022-02-15 18:07:09+08
888,6,2022-02-15 18:07:09+08
889,3,2022-02-15 18:07:09+08
890,15,2022-02-15 18:07:09+08
891,4,2022-02-15 18:07:09+08
892,2,2022-02-15 18:07:09+08
893,14,2022-02-15 18:07:09+08
894,16,2022-02-15 18:07:09+08
895,4,2022-02-15 18:07:09+08
896,3,2022-02-15 18:07:09+08
897,7,2022-02-15 18:07:09+08
898,15,2022-02-15 18:07:09+08
899,4,2022-02-15 18:07:09+08
900,9,2022-02-15 18:07:09+08
901,2,2022-02-15 18:07:09+08
902,15,2022-02-15 18:07:09+08
903,16,2022-02-15 18:07:09+08
904,11,2022-02-15 18:07:09+08
905,5,2022-02-15 18:07:09+08
906,5,2022-02-15 18:07:09+08
907,7,2022-02-15 18:07:09+08
908,9,2022-02-15 18:07:09+08
909,11,2022-02-15 18:07:09+08
910,7,2022-02-15 18:07:09+08
911,1,2022-02-15 18:07:09+08
912,14,2022-02-15 18:07:09+08
913,13,2022-02-15 18:07:09+08
914,16,2022-02-15 18:07:09+08
915,1,2022-02-15 18:07:09+08
916,2,2022-02-15 18:07:09+08
917,15,2022-02-15 18:07:09+08
918,3,2022-02-15 18:07:09+08
919,10,2022-02-15 18:07:09+08
920,13,2022-02-15 18:07:09+08
921,12,2022-02-15 18:07:09+08
922,11,2022-02-15 18:07:09+08
923,7,2022-02-15 18:07:09+08
924,14,2022-02-15 18:07:09+08
925,6,2022-02-15 18:07:09+08
926,6,2022-02-15 18:07:09+08
927,1,2022-02-15 18:07:09+08
928,3,2022-02-15 18:07:09+08
929,9,2022-02-15 18:07:09+08
930,14,2022-02-15 18:07:09+08
931,16,2022-02-15 18:07:09+08
932,5,2022-02-15 18:07:09+08
933,13,2022-02-15 18:07:09+08
934,10,2022-02-15 18:07:09+08
935,13,2022-02-15 18:07:09+08
936,12,2022-02-15 18:07:09+08
937,13,2022-02-15 18:07:09+08
938,5,2022-02-15 18:07:09+08
939,5,2022-02-15 18:07:09+08
940,15,2022-02-15 18:07:09+08
941,10,2022-02-15 18:07:09+08
942,7,2022-02-15 18:07:09+08
943,6,2022-02-15 18:07:09+08
944,7,2022-02-15 18:07:09+08
945,6,2022-02-15 18:07:09+08
946,8,2022-02-15 18:07:09+08
947,9,2022-02-15 18:07:09+08
948,13,2022-02-15 18:07:09+08
949,10,2022-02-15 18:07:09+08
950,4,2022-02-15 18:07:09+08
951,4,2022-02-15 18:07:09+08
952,6,2022-02-15 18:07:09+08
953,2,2022-02-15 18:07:09+08
954,13,2022-02-15 18:07:09+08
955,3,2022-02-15 18:07:09+08
956,10,2022-02-15 18:07:09+08
957,9,2022-02-15 18:07:09+08
958,7,2022-02-15 18:07:09+08
959,3,2022-02-15 18:07:09+08
960,6,2022-02-15 18:07:09+08
961,9,2022-02-15 18:07:09+08
962,4,2022-02-15 18:07:09+08
963,2,2022-02-15 18:07:09+08
964,1,2022-02-15 18:07:09+08
965,11,2022-02-15 18:07:09+08
966,6,2022-02-15 18:07:09+08
967,14,2022-02-15 18:07:09+08
968,1,2022-02-15 18:07:09+08
969,7,2022-02-15 18:07:09+08
970,4,2022-02-15 18:07:09+08
971,9,2022-02-15 18:07:09+08
972,14,2022-02-15 18:07:09+08
973,6,2022-02-15 18:07:09+08
974,13,2022-02-15 18:07:09+08
975,8,2022-02-15 18:07:09+08
976,10,2022-02-15 18:07:09+08
977,16,2022-02-15 18:07:09+08
978,5,2022-02-15 18:07:09+08
979,7,2022-02-15 18:07:09+08
980,12,2022-02-15 18:07:09+08
981,16,2022-02-15 18:07:09+08
982,1,2022-02-15 18:07:09+08
983,12,2022-02-15 18:07:09+08
984,9,2022-02-15 18:07:09+08
985,14,2022-02-15 18:07:09+08
986,2,2022-02-15 18:07:09+08
987,12,2022-02-15 18:07:09+08
988,16,2022-02-15 18:07:09+08
989,16,2022-02-15 18:07:09+08
990,11,2022-02-15 18:07:09+08
991,1,2022-02-15 18:07:09+08
992,6,2022-02-15 18:07:09+08
993,3,2022-02-15 18:07:09+08
994,13,2022-02-15 18:07:09+08
995,11,2022-02-15 18:07:09+08
996,6,2022-02-15 18:07:09+08
997,12,2022-02-15 18:07:09+08
998,11,2022-02-15 18:07:09+08
999,3,2022-02-15 18:07:09+08
1000,5,2022-02-15 18:07:09+08
