inventory_id,film_id,store_id,last_update
665,143,2,2022-02-15 18:09:17+08
666,145,2,2022-02-15 18:09:17+08
667,145,2,2022-02-15 18:09:17+08
668,145,2,2022-02-15 18:09:17+08
669,146,1,2022-02-15 18:09:17+08
670,146,1,2022-02-15 18:09:17+08
671,146,1,2022-02-15 18:09:17+08
672,147,1,2022-02-15 18:09:17+08
673,147,1,2022-02-15 18:09:17+08
674,147,1,2022-02-15 18:09:17+08
675,147,2,2022-02-15 18:09:17+08
676,147,2,2022-02-15 18:09:17+08
677,147,2,2022-02-15 18:09:17+08
678,149,1,2022-02-15 18:09:17+08
679,149,1,2022-02-15 18:09:17+08
680,149,1,2022-02-15 18:09:17+08
681,149,2,2022-02-15 18:09:17+08
682,149,2,2022-02-15 18:09:17+08
683,149,2,2022-02-15 18:09:17+08
684,150,1,2022-02-15 18:09:17+08
685,150,1,2022-02-15 18:09:17+08
686,150,2,2022-02-15 18:09:17+08
687,150,2,2022-02-15 18:09:17+08
688,150,2,2022-02-15 18:09:17+08
689,150,2,2022-02-15 18:09:17+08
690,151,1,2022-02-15 18:09:17+08
691,151,1,2022-02-15 18:09:17+08
692,151,2,2022-02-15 18:09:17+08
693,151,2,2022-02-15 18:09:17+08
694,152,1,2022-02-15 18:09:17+08
695,152,1,2022-02-15 18:09:17+08
696,152,1,2022-02-15 18:09:17+08
697,152,1,2022-02-15 18:09:17+08
698,153,1,2022-02-15 18:09:17+08
699,153,1,2022-02-15 18:09:17+08
700,153,1,2022-02-15 18:09:17+08
701,153,1,2022-02-15 18:09:17+08
702,154,1,2022-02-15 18:09:17+08
703,154,1,2022-02-15 18:09:17+08
704,154,1,2022-02-15 18:09:17+08
705,154,2,2022-02-15 18:09:17+08
706,154,2,2022-02-15 18:09:17+08
707,154,2,2022-02-15 18:09:17+08
708,154,2,2022-02-15 18:09:17+08
709,155,1,2022-02-15 18:09:17+08
710,155,1,2022-02-15 18:09:17+08
711,155,2,2022-02-15 18:09:17+08
712,155,2,2022-02-15 18:09:17+08
713,155,2,2022-02-15 18:09:17+08
714,156,2,2022-02-15 18:09:17+08
715,156,2,2022-02-15 18:09:17+08
716,157,2,2022-02-15 18:09:17+08
717,157,2,2022-02-15 18:09:17+08
718,157,2,2022-02-15 18:09:17+08
719,158,1,2022-02-15 18:09:17+08
720,158,1,2022-02-15 18:09:17+08
721,158,2,2022-02-15 18:09:17+08
722,158,2,2022-02-15 18:09:17+08
723,158,2,2022-02-15 18:09:17+08
724,159,1,2022-02-15 18:09:17+08
725,159,1,2022-02-15 18:09:17+08
726,159,1,2022-02-15 18:09:17+08
727,159,1,2022-02-15 18:09:17+08
728,159,2,2022-02-15 18:09:17+08
729,159,2,2022-02-15 18:09:17+08
730,159,2,2022-02-15 18:09:17+08
731,160,1,2022-02-15 18:09:17+08
732,160,1,2022-02-15 18:09:17+08
733,160,2,2022-02-15 18:09:17+08
734,160,2,2022-02-15 18:09:17+08
735,160,2,2022-02-15 18:09:17+08
736,161,1,2022-02-15 18:09:17+08
737,161,1,2022-02-15 18:09:17+08
738,162,1,2022-02-15 18:09:17+08
739,162,1,2022-02-15 18:09:17+08
740,162,1,2022-02-15 18:09:17+08
741,162,2,2022-02-15 18:09:17+08
742,162,2,2022-02-15 18:09:17+08
743,162,2,2022-02-15 18:09:17+08
744,162,2,2022-02-15 18:09:17+08
745,163,2,2022-02-15 18:09:17+08
746,163,2,2022-02-15 18:09:17+08
747,163,2,2022-02-15 18:09:17+08
748,164,1,2022-02-15 18:09:17+08
749,164,1,2022-02-15 18:09:17+08
750,164,2,2022-02-15 18:09:17+08
751,164,2,2022-02-15 18:09:17+08
752,164,2,2022-02-15 18:09:17+08
753,165,1,2022-02-15 18:09:17+08
754,165,1,2022-02-15 18:09:17+08
755,165,1,2022-02-15 18:09:17+08
756,165,2,2022-02-15 18:09:17+08
757,165,2,2022-02-15 18:09:17+08
758,166,1,2022-02-15 18:09:17+08
759,166,1,2022-02-15 18:09:17+08
760,166,1,2022-02-15 18:09:17+08
761,166,1,2022-02-15 18:09:17+08
762,166,2,2022-02-15 18:09:17+08
763,166,2,2022-02-15 18:09:17+08
764,167,1,2022-02-15 18:09:17+08
765,167,1,2022-02-15 18:09:17+08
766,167,1,2022-02-15 18:09:17+08
767,167,1,2022-02-15 18:09:17+08
768,167,2,2022-02-15 18:09:17+08
769,167,2,2022-02-15 18:09:17+08
770,167,2,2022-02-15 18:09:17+08
771,168,1,2022-02-15 18:09:17+08
772,168,1,2022-02-15 18:09:17+08
773,169,1,2022-02-15 18:09:17+08
774,169,1,2022-02-15 18:09:17+08
775,169,2,2022-02-15 18:09:17+08
776,169,2,2022-02-15 18:09:17+08
777,170,1,2022-02-15 18:09:17+08
778,170,1,2022-02-15 18:09:17+08
779,170,2,2022-02-15 18:09:17+08
780,170,2,2022-02-15 18:09:17+08
781,170,2,2022-02-15 18:09:17+08
782,170,2,2022-02-15 18:09:17+08
783,172,1,2022-02-15 18:09:17+08
784,172,1,2022-02-15 18:09:17+08
785,172,1,2022-02-15 18:09:17+08
786,172,1,2022-02-15 18:09:17+08
787,172,2,2022-02-15 18:09:17+08
788,172,2,2022-02-15 18:09:17+08
789,172,2,2022-02-15 18:09:17+08
790,173,1,2022-02-15 18:09:17+08
791,173,1,2022-02-15 18:09:17+08
792,173,1,2022-02-15 18:09:17+08
793,173,2,2022-02-15 18:09:17+08
794,173,2,2022-02-15 18:09:17+08
795,174,1,2022-02-15 18:09:17+08
796,174,1,2022-02-15 18:09:17+08
797,174,1,2022-02-15 18:09:17+08
798,174,1,2022-02-15 18:09:17+08
799,174,2,2022-02-15 18:09:17+08
800,174,2,2022-02-15 18:09:17+08
801,174,2,2022-02-15 18:09:17+08
802,174,2,2022-02-15 18:09:17+08
803,175,1,2022-02-15 18:09:17+08
804,175,1,2022-02-15 18:09:17+08
805,175,2,2022-02-15 18:09:17+08
806,175,2,2022-02-15 18:09:17+08
807,175,2,2022-02-15 18:09:17+08
808,176,1,2022-02-15 18:09:17+08
809,176,1,2022-02-15 18:09:17+08
810,176,2,2022-02-15 18:09:17+08
811,176,2,2022-02-15 18:09:17+08
812,176,2,2022-02-15 18:09:17+08
813,176,2,2022-02-15 18:09:17+08
814,177,2,2022-02-15 18:09:17+08
815,177,2,2022-02-15 18:09:17+08
816,177,2,2022-02-15 18:09:17+08
817,178,1,2022-02-15 18:09:17+08
818,178,1,2022-02-15 18:09:17+08
819,179,1,2022-02-15 18:09:17+08
820,179,1,2022-02-15 18:09:17+08
821,179,1,2022-02-15 18:09:17+08
822,179,1,2022-02-15 18:09:17+08
823,180,2,2022-02-15 18:09:17+08
824,180,2,2022-02-15 18:09:17+08
825,181,1,2022-02-15 18:09:17+08
826,181,1,2022-02-15 18:09:17+08
827,181,1,2022-02-15 18:09:17+08
828,181,2,2022-02-15 18:09:17+08
829,181,2,2022-02-15 18:09:17+08
830,181,2,2022-02-15 18:09:17+08
831,181,2,2022-02-15 18:09:17+08
832,182,1,2022-02-15 18:09:17+08
833,182,1,2022-02-15 18:09:17+08
834,183,1,2022-02-15 18:09:17+08
835,183,1,2022-02-15 18:09:17+08
836,183,1,2022-02-15 18:09:17+08
837,183,2,2022-02-15 18:09:17+08
838,183,2,2022-02-15 18:09:17+08
839,183,2,2022-02-15 18:09:17+08
840,184,1,2022-02-15 18:09:17+08
841,184,1,2022-02-15 18:09:17+08
842,184,2,2022-02-15 18:09:17+08
843,184,2,2022-02-15 18:09:17+08
844,184,2,2022-02-15 18:09:17+08
845,185,1,2022-02-15 18:09:17+08
846,185,1,2022-02-15 18:09:17+08
847,186,1,2022-02-15 18:09:17+08
848,186,1,2022-02-15 18:09:17+08
849,186,2,2022-02-15 18:09:17+08
850,186,2,2022-02-15 18:09:17+08
851,187,2,2022-02-15 18:09:17+08
852,187,2,2022-02-15 18:09:17+08
853,187,2,2022-02-15 18:09:17+08
854,188,1,2022-02-15 18:09:17+08
855,188,1,2022-02-15 18:09:17+08
856,188,1,2022-02-15 18:09:17+08
857,189,1,2022-02-15 18:09:17+08
858,189,1,2022-02-15 18:09:17+08
859,189,2,2022-02-15 18:09:17+08
860,189,2,2022-02-15 18:09:17+08
861,189,2,2022-02-15 18:09:17+08
862,189,2,2022-02-15 18:09:17+08
863,190,2,2022-02-15 18:09:17+08
864,190,2,2022-02-15 18:09:17+08
865,190,2,2022-02-15 18:09:17+08
866,190,2,2022-02-15 18:09:17+08
867,191,1,2022-02-15 18:09:17+08
868,191,1,2022-02-15 18:09:17+08
869,191,1,2022-02-15 18:09:17+08
870,191,2,2022-02-15 18:09:17+08
871,191,2,2022-02-15 18:09:17+08
872,191,2,2022-02-15 18:09:17+08
873,193,1,2022-02-15 18:09:17+08
874,193,1,2022-02-15 18:09:17+08
875,193,1,2022-02-15 18:09:17+08
876,193,1,2022-02-15 18:09:17+08
877,193,2,2022-02-15 18:09:17+08
878,193,2,2022-02-15 18:09:17+08
879,193,2,2022-02-15 18:09:17+08
880,193,2,2022-02-15 18:09:17+08
881,194,1,2022-02-15 18:09:17+08
882,194,1,2022-02-15 18:09:17+08
883,194,2,2022-02-15 18:09:17+08
884,194,2,2022-02-15 18:09:17+08
885,196,1,2022-02-15 18:09:17+08
886,196,1,2022-02-15 18:09:17+08
887,197,1,2022-02-15 18:09:17+08
888,197,1,2022-02-15 18:09:17+08
889,199,1,2022-02-15 18:09:17+08
890,199,1,2022-02-15 18:09:17+08
891,199,1,2022-02-15 18:09:17+08
892,199,1,2022-02-15 18:09:17+08
893,199,2,2022-02-15 18:09:17+08
894,199,2,2022-02-15 18:09:17+08
895,199,2,2022-02-15 18:09:17+08
896,199,2,2022-02-15 18:09:17+08
897,200,1,2022-02-15 18:09:17+08
898,200,1,2022-02-15 18:09:17+08
899,200,1,2022-02-15 18:09:17+08
900,200,1,2022-02-15 18:09:17+08
901,200,2,2022-02-15 18:09:17+08
902,200,2,2022-02-15 18:09:17+08
903,200,2,2022-02-15 18:09:17+08
904,200,2,2022-02-15 18:09:17+08
905,201,1,2022-02-15 18:09:17+08
906,201,1,2022-02-15 18:09:17+08
907,201,1,2022-02-15 18:09:17+08
908,201,1,2022-02-15 18:09:17+08
909,202,1,2022-02-15 18:09:17+08
910,202,1,2022-02-15 18:09:17+08
911,202,1,2022-02-15 18:09:17+08
912,203,2,2022-02-15 18:09:17+08
913,203,2,2022-02-15 18:09:17+08
914,203,2,2022-02-15 18:09:17+08
915,203,2,2022-02-15 18:09:17+08
916,204,1,2022-02-15 18:09:17+08
917,204,1,2022-02-15 18:09:17+08
918,204,1,2022-02-15 18:09:17+08
919,204,1,2022-02-15 18:09:17+08
920,204,2,2022-02-15 18:09:17+08
921,204,2,2022-02-15 18:09:17+08
922,205,1,2022-02-15 18:09:17+08
923,205,1,2022-02-15 18:09:17+08
924,205,1,2022-02-15 18:09:17+08
925,205,1,2022-02-15 18:09:17+08
926,206,1,2022-02-15 18:09:17+08
927,206,1,2022-02-15 18:09:17+08
928,206,1,2022-02-15 18:09:17+08
929,206,1,2022-02-15 18:09:17+08
930,206,2,2022-02-15 18:09:17+08
931,206,2,2022-02-15 18:09:17+08
932,206,2,2022-02-15 18:09:17+08
933,206,2,2022-02-15 18:09:17+08
934,207,1,2022-02-15 18:09:17+08
935,207,1,2022-02-15 18:09:17+08
936,207,1,2022-02-15 18:09:17+08
937,207,1,2022-02-15 18:09:17+08
938,208,1,2022-02-15 18:09:17+08
939,208,1,2022-02-15 18:09:17+08
940,208,1,2022-02-15 18:09:17+08
941,209,1,2022-02-15 18:09:17+08
942,209,1,2022-02-15 18:09:17+08
943,209,1,2022-02-15 18:09:17+08
944,209,1,2022-02-15 18:09:17+08
945,210,2,2022-02-15 18:09:17+08
946,210,2,2022-02-15 18:09:17+08
947,210,2,2022-02-15 18:09:17+08
948,211,1,2022-02-15 18:09:17+08
949,211,1,2022-02-15 18:09:17+08
950,212,1,2022-02-15 18:09:17+08
951,212,1,2022-02-15 18:09:17+08
952,212,1,2022-02-15 18:09:17+08
953,212,2,2022-02-15 18:09:17+08
954,212,2,2022-02-15 18:09:17+08
955,213,1,2022-02-15 18:09:17+08
956,213,1,2022-02-15 18:09:17+08
957,213,1,2022-02-15 18:09:17+08
958,213,1,2022-02-15 18:09:17+08
959,214,2,2022-02-15 18:09:17+08
960,214,2,2022-02-15 18:09:17+08
961,214,2,2022-02-15 18:09:17+08
962,214,2,2022-02-15 18:09:17+08
963,215,1,2022-02-15 18:09:17+08
964,215,1,2022-02-15 18:09:17+08
965,215,1,2022-02-15 18:09:17+08
966,215,2,2022-02-15 18:09:17+08
967,215,2,2022-02-15 18:09:17+08
968,215,2,2022-02-15 18:09:17+08
969,216,1,2022-02-15 18:09:17+08
970,216,1,2022-02-15 18:09:17+08
971,216,2,2022-02-15 18:09:17+08
972,216,2,2022-02-15 18:09:17+08
973,216,2,2022-02-15 18:09:17+08
974,218,1,2022-02-15 18:09:17+08
975,218,1,2022-02-15 18:09:17+08
976,218,1,2022-02-15 18:09:17+08
977,218,1,2022-02-15 18:09:17+08
978,218,2,2022-02-15 18:09:17+08
979,218,2,2022-02-15 18:09:17+08
980,218,2,2022-02-15 18:09:17+08
981,219,1,2022-02-15 18:09:17+08
982,219,1,2022-02-15 18:09:17+08
983,219,1,2022-02-15 18:09:17+08
984,219,1,2022-02-15 18:09:17+08
985,220,1,2022-02-15 18:09:17+08
986,220,1,2022-02-15 18:09:17+08
987,220,1,2022-02-15 18:09:17+08
988,220,1,2022-02-15 18:09:17+08
989,220,2,2022-02-15 18:09:17+08
990,220,2,2022-02-15 18:09:17+08
991,220,2,2022-02-15 18:09:17+08
992,220,2,2022-02-15 18:09:17+08
993,222,1,2022-02-15 18:09:17+08
994,222,1,2022-02-15 18:09:17+08
995,222,2,2022-02-15 18:09:17+08
996,222,2,2022-02-15 18:09:17+08
997,222,2,2022-02-15 18:09:17+08
998,222,2,2022-02-15 18:09:17+08
999,223,2,2022-02-15 18:09:17+08
1000,223,2,2022-02-15 18:09:17+08
1001,224,1,2022-02-15 18:09:17+08
1002,224,1,2022-02-15 18:09:17+08
1003,225,1,2022-02-15 18:09:17+08
1004,225,1,2022-02-15 18:09:17+08
1005,225,1,2022-02-15 18:09:17+08
1006,226,1,2022-02-15 18:09:17+08
1007,226,1,2022-02-15 18:09:17+08
1008,226,2,2022-02-15 18:09:17+08
1009,226,2,2022-02-15 18:09:17+08
1010,226,2,2022-02-15 18:09:17+08
1011,227,1,2022-02-15 18:09:17+08
1012,227,1,2022-02-15 18:09:17+08
1013,227,1,2022-02-15 18:09:17+08
1014,227,2,2022-02-15 18:09:17+08
1015,227,2,2022-02-15 18:09:17+08
1016,228,1,2022-02-15 18:09:17+08
1017,228,1,2022-02-15 18:09:17+08
1018,228,1,2022-02-15 18:09:17+08
1019,228,2,2022-02-15 18:09:17+08
1020,228,2,2022-02-15 18:09:17+08
1021,228,2,2022-02-15 18:09:17+08
1022,228,2,2022-02-15 18:09:17+08
1023,229,1,2022-02-15 18:09:17+08
1024,229,1,2022-02-15 18:09:17+08
1025,229,2,2022-02-15 18:09:17+08
1026,229,2,2022-02-15 18:09:17+08
1027,230,1,2022-02-15 18:09:17+08
1028,230,1,2022-02-15 18:09:17+08
1029,231,1,2022-02-15 18:09:17+08
1030,231,1,2022-02-15 18:09:17+08
1031,231,1,2022-02-15 18:09:17+08
1032,231,1,2022-02-15 18:09:17+08
1033,231,2,2022-02-15 18:09:17+08
1034,231,2,2022-02-15 18:09:17+08
1035,231,2,2022-02-15 18:09:17+08
1036,231,2,2022-02-15 18:09:17+08
1037,232,1,2022-02-15 18:09:17+08
1038,232,1,2022-02-15 18:09:17+08
1039,232,1,2022-02-15 18:09:17+08
1040,232,2,2022-02-15 18:09:17+08
1041,232,2,2022-02-15 18:09:17+08
1042,233,1,2022-02-15 18:09:17+08
1043,233,1,2022-02-15 18:09:17+08
1044,233,1,2022-02-15 18:09:17+08
1045,233,1,2022-02-15 18:09:17+08
1046,233,2,2022-02-15 18:09:17+08
1047,233,2,2022-02-15 18:09:17+08
1048,234,1,2022-02-15 18:09:17+08
1049,234,1,2022-02-15 18:09:17+08
1050,234,1,2022-02-15 18:09:17+08
1051,234,1,2022-02-15 18:09:17+08
1052,234,2,2022-02-15 18:09:17+08
1053,234,2,2022-02-15 18:09:17+08
1054,234,2,2022-02-15 18:09:17+08
1055,235,1,2022-02-15 18:09:17+08
1056,235,1,2022-02-15 18:09:17+08
1057,235,2,2022-02-15 18:09:17+08
1058,235,2,2022-02-15 18:09:17+08
1059,235,2,2022-02-15 18:09:17+08
1060,235,2,2022-02-15 18:09:17+08
1061,236,2,2022-02-15 18:09:17+08
1062,236,2,2022-02-15 18:09:17+08
1063,236,2,2022-02-15 18:09:17+08
1064,236,2,2022-02-15 18:09:17+08
1065,237,1,2022-02-15 18:09:17+08
1066,237,1,2022-02-15 18:09:17+08
1067,238,1,2022-02-15 18:09:17+08
1068,238,1,2022-02-15 18:09:17+08
1069,239,1,2022-02-15 18:09:17+08
1070,239,1,2022-02-15 18:09:17+08
1071,239,1,2022-02-15 18:09:17+08
1072,239,1,2022-02-15 18:09:17+08
1073,239,2,2022-02-15 18:09:17+08
1074,239,2,2022-02-15 18:09:17+08
1075,239,2,2022-02-15 18:09:17+08
1076,239,2,2022-02-15 18:09:17+08
1077,240,2,2022-02-15 18:09:17+08
1078,240,2,2022-02-15 18:09:17+08
1079,240,2,2022-02-15 18:09:17+08
1080,241,1,2022-02-15 18:09:17+08
1081,241,1,2022-02-15 18:09:17+08
1082,241,1,2022-02-15 18:09:17+08
1083,241,1,2022-02-15 18:09:17+08
1084,242,1,2022-02-15 18:09:17+08
1085,242,1,2022-02-15 18:09:17+08
1086,242,2,2022-02-15 18:09:17+08
1087,242,2,2022-02-15 18:09:17+08
1088,242,2,2022-02-15 18:09:17+08
1089,243,1,2022-02-15 18:09:17+08
1090,243,1,2022-02-15 18:09:17+08
1091,243,2,2022-02-15 18:09:17+08
1092,243,2,2022-02-15 18:09:17+08
1093,243,2,2022-02-15 18:09:17+08
1094,243,2,2022-02-15 18:09:17+08
1095,244,1,2022-02-15 18:09:17+08
1096,244,1,2022-02-15 18:09:17+08
1097,244,1,2022-02-15 18:09:17+08
1098,244,1,2022-02-15 18:09:17+08
1099,244,2,2022-02-15 18:09:17+08
1100,244,2,2022-02-15 18:09:17+08
1101,244,2,2022-02-15 18:09:17+08
1102,245,1,2022-02-15 18:09:17+08
1103,245,1,2022-02-15 18:09:17+08
1104,245,1,2022-02-15 18:09:17+08
1105,245,2,2022-02-15 18:09:17+08
1106,245,2,2022-02-15 18:09:17+08
1107,245,2,2022-02-15 18:09:17+08
1108,245,2,2022-02-15 18:09:17+08
1109,246,2,2022-02-15 18:09:17+08
1110,246,2,2022-02-15 18:09:17+08
1111,246,2,2022-02-15 18:09:17+08
1112,247,1,2022-02-15 18:09:17+08
1113,247,1,2022-02-15 18:09:17+08
1114,247,1,2022-02-15 18:09:17+08
1115,247,2,2022-02-15 18:09:17+08
1116,247,2,2022-02-15 18:09:17+08
1117,247,2,2022-02-15 18:09:17+08
1118,247,2,2022-02-15 18:09:17+08
1119,248,2,2022-02-15 18:09:17+08
1120,248,2,2022-02-15 18:09:17+08
1121,249,1,2022-02-15 18:09:17+08
1122,249,1,2022-02-15 18:09:17+08
1123,249,2,2022-02-15 18:09:17+08
1124,249,2,2022-02-15 18:09:17+08
1125,249,2,2022-02-15 18:09:17+08
1126,249,2,2022-02-15 18:09:17+08
1127,250,2,2022-02-15 18:09:17+08
1128,250,2,2022-02-15 18:09:17+08
1129,250,2,2022-02-15 18:09:17+08
1130,250,2,2022-02-15 18:09:17+08
1131,251,1,2022-02-15 18:09:17+08
1132,251,1,2022-02-15 18:09:17+08
1133,251,2,2022-02-15 18:09:17+08
1134,251,2,2022-02-15 18:09:17+08
1135,251,2,2022-02-15 18:09:17+08
1136,252,1,2022-02-15 18:09:17+08
1137,252,1,2022-02-15 18:09:17+08
1138,252,1,2022-02-15 18:09:17+08
1139,252,2,2022-02-15 18:09:17+08
1140,252,2,2022-02-15 18:09:17+08
1141,252,2,2022-02-15 18:09:17+08
1142,253,1,2022-02-15 18:09:17+08
1143,253,1,2022-02-15 18:09:17+08
1144,253,1,2022-02-15 18:09:17+08
1145,253,1,2022-02-15 18:09:17+08
1146,253,2,2022-02-15 18:09:17+08
1147,253,2,2022-02-15 18:09:17+08
1148,254,1,2022-02-15 18:09:17+08
1149,254,1,2022-02-15 18:09:17+08
1150,254,2,2022-02-15 18:09:17+08
1151,254,2,2022-02-15 18:09:17+08
1152,254,2,2022-02-15 18:09:17+08
1153,255,1,2022-02-15 18:09:17+08
1154,255,1,2022-02-15 18:09:17+08
1155,255,1,2022-02-15 18:09:17+08
1156,255,1,2022-02-15 18:09:17+08
1157,255,2,2022-02-15 18:09:17+08
1158,255,2,2022-02-15 18:09:17+08
1159,256,2,2022-02-15 18:09:17+08
1160,256,2,2022-02-15 18:09:17+08
1161,256,2,2022-02-15 18:09:17+08
1162,257,2,2022-02-15 18:09:17+08
1163,257,2,2022-02-15 18:09:17+08
1164,257,2,2022-02-15 18:09:17+08
1165,258,2,2022-02-15 18:09:17+08
1166,258,2,2022-02-15 18:09:17+08
1167,258,2,2022-02-15 18:09:17+08
1168,258,2,2022-02-15 18:09:17+08
1169,259,1,2022-02-15 18:09:17+08
1170,259,1,2022-02-15 18:09:17+08
1171,260,2,2022-02-15 18:09:17+08
1172,260,2,2022-02-15 18:09:17+08
1173,260,2,2022-02-15 18:09:17+08
1174,260,2,2022-02-15 18:09:17+08
1175,261,1,2022-02-15 18:09:17+08
1176,261,1,2022-02-15 18:09:17+08
1177,262,2,2022-02-15 18:09:17+08
1178,262,2,2022-02-15 18:09:17+08
1179,263,1,2022-02-15 18:09:17+08
1180,263,1,2022-02-15 18:09:17+08
1181,263,1,2022-02-15 18:09:17+08
1182,263,1,2022-02-15 18:09:17+08
1183,263,2,2022-02-15 18:09:17+08
1184,263,2,2022-02-15 18:09:17+08
1185,263,2,2022-02-15 18:09:17+08
1186,264,2,2022-02-15 18:09:17+08
1187,264,2,2022-02-15 18:09:17+08
1188,265,1,2022-02-15 18:09:17+08
1189,265,1,2022-02-15 18:09:17+08
1190,265,1,2022-02-15 18:09:17+08
1191,265,1,2022-02-15 18:09:17+08
1192,266,1,2022-02-15 18:09:17+08
1193,266,1,2022-02-15 18:09:17+08
1194,266,1,2022-02-15 18:09:17+08
1195,266,1,2022-02-15 18:09:17+08
1196,266,2,2022-02-15 18:09:17+08
1197,266,2,2022-02-15 18:09:17+08
1198,266,2,2022-02-15 18:09:17+08
1199,266,2,2022-02-15 18:09:17+08
1200,267,1,2022-02-15 18:09:17+08
1201,267,1,2022-02-15 18:09:17+08
1202,267,1,2022-02-15 18:09:17+08
1203,267,1,2022-02-15 18:09:17+08
1204,267,2,2022-02-15 18:09:17+08
1205,267,2,2022-02-15 18:09:17+08
1206,268,2,2022-02-15 18:09:17+08
1207,268,2,2022-02-15 18:09:17+08
1208,269,1,2022-02-15 18:09:17+08
1209,269,1,2022-02-15 18:09:17+08
1210,269,2,2022-02-15 18:09:17+08
1211,269,2,2022-02-15 18:09:17+08
1212,269,2,2022-02-15 18:09:17+08
1213,269,2,2022-02-15 18:09:17+08
1214,270,1,2022-02-15 18:09:17+08
1215,270,1,2022-02-15 18:09:17+08
1216,270,1,2022-02-15 18:09:17+08
1217,270,2,2022-02-15 18:09:17+08
1218,270,2,2022-02-15 18:09:17+08
1219,270,2,2022-02-15 18:09:17+08
1220,270,2,2022-02-15 18:09:17+08
1221,271,1,2022-02-15 18:09:17+08
1222,271,1,2022-02-15 18:09:17+08
1223,271,1,2022-02-15 18:09:17+08
1224,271,2,2022-02-15 18:09:17+08
1225,271,2,2022-02-15 18:09:17+08
1226,272,1,2022-02-15 18:09:17+08
1227,272,1,2022-02-15 18:09:17+08
1228,272,1,2022-02-15 18:09:17+08
1229,272,1,2022-02-15 18:09:17+08
1230,273,1,2022-02-15 18:09:17+08
1231,273,1,2022-02-15 18:09:17+08
1232,273,1,2022-02-15 18:09:17+08
1233,273,1,2022-02-15 18:09:17+08
1234,273,2,2022-02-15 18:09:17+08
1235,273,2,2022-02-15 18:09:17+08
1236,273,2,2022-02-15 18:09:17+08
1237,274,1,2022-02-15 18:09:17+08
1238,274,1,2022-02-15 18:09:17+08
1239,274,1,2022-02-15 18:09:17+08
1240,274,2,2022-02-15 18:09:17+08
1241,274,2,2022-02-15 18:09:17+08
1242,274,2,2022-02-15 18:09:17+08
1243,274,2,2022-02-15 18:09:17+08
1244,275,1,2022-02-15 18:09:17+08
1245,275,1,2022-02-15 18:09:17+08
1246,275,1,2022-02-15 18:09:17+08
1247,275,2,2022-02-15 18:09:17+08
1248,275,2,2022-02-15 18:09:17+08
1249,276,1,2022-02-15 18:09:17+08
1250,276,1,2022-02-15 18:09:17+08
1251,276,1,2022-02-15 18:09:17+08
1252,276,1,2022-02-15 18:09:17+08
1253,277,1,2022-02-15 18:09:17+08
1254,277,1,2022-02-15 18:09:17+08
1255,277,1,2022-02-15 18:09:17+08
1256,278,1,2022-02-15 18:09:17+08
1257,278,1,2022-02-15 18:09:17+08
1258,279,1,2022-02-15 18:09:17+08
1259,279,1,2022-02-15 18:09:17+08
1260,280,1,2022-02-15 18:09:17+08
1261,280,1,2022-02-15 18:09:17+08
1262,280,1,2022-02-15 18:09:17+08
1263,280,1,2022-02-15 18:09:17+08
1264,280,2,2022-02-15 18:09:17+08
1265,280,2,2022-02-15 18:09:17+08
1266,281,1,2022-02-15 18:09:17+08
1267,281,1,2022-02-15 18:09:17+08
1268,281,2,2022-02-15 18:09:17+08
1269,281,2,2022-02-15 18:09:17+08
1270,281,2,2022-02-15 18:09:17+08
1271,281,2,2022-02-15 18:09:17+08
1272,282,1,2022-02-15 18:09:17+08
1273,282,1,2022-02-15 18:09:17+08
1274,282,1,2022-02-15 18:09:17+08
1275,282,2,2022-02-15 18:09:17+08
1276,282,2,2022-02-15 18:09:17+08
1277,282,2,2022-02-15 18:09:17+08
1278,283,1,2022-02-15 18:09:17+08
1279,283,1,2022-02-15 18:09:17+08
1280,283,1,2022-02-15 18:09:17+08
1281,284,1,2022-02-15 18:09:17+08
1282,284,1,2022-02-15 18:09:17+08
1283,284,1,2022-02-15 18:09:17+08
1284,284,2,2022-02-15 18:09:17+08
1285,284,2,2022-02-15 18:09:17+08
1286,284,2,2022-02-15 18:09:17+08
1287,284,2,2022-02-15 18:09:17+08
1288,285,1,2022-02-15 18:09:17+08
1289,285,1,2022-02-15 18:09:17+08
1290,285,1,2022-02-15 18:09:17+08
1291,285,2,2022-02-15 18:09:17+08
1292,285,2,2022-02-15 18:09:17+08
1293,285,2,2022-02-15 18:09:17+08
1294,285,2,2022-02-15 18:09:17+08
1295,286,1,2022-02-15 18:09:17+08
1296,286,1,2022-02-15 18:09:17+08
1297,286,2,2022-02-15 18:09:17+08
1298,286,2,2022-02-15 18:09:17+08
1299,286,2,2022-02-15 18:09:17+08
1300,287,1,2022-02-15 18:09:17+08
1301,287,1,2022-02-15 18:09:17+08
1302,287,2,2022-02-15 18:09:17+08
1303,287,2,2022-02-15 18:09:17+08
1304,288,1,2022-02-15 18:09:17+08
1305,288,1,2022-02-15 18:09:17+08
1306,288,2,2022-02-15 18:09:17+08
1307,288,2,2022-02-15 18:09:17+08
1308,288,2,2022-02-15 18:09:17+08
1309,288,2,2022-02-15 18:09:17+08
1310,289,1,2022-02-15 18:09:17+08
1311,289,1,2022-02-15 18:09:17+08
1312,290,1,2022-02-15 18:09:17+08
1313,290,1,2022-02-15 18:09:17+08
1314,290,1,2022-02-15 18:09:17+08
