city_id,city,country_id,last_update
549,Tychy,76,2022-02-15 17:45:25+08
550,Udaipur,44,2022-02-15 17:45:25+08
551,Udine,49,2022-02-15 17:45:25+08
552,Ueda,50,2022-02-15 17:45:25+08
553,Uijongbu,86,2022-02-15 17:45:25+08
554,Uluberia,44,2022-02-15 17:45:25+08
555,Urawa,50,2022-02-15 17:45:25+08
556,Uruapan,60,2022-02-15 17:45:25+08
557,Usak,97,2022-02-15 17:45:25+08
558,Usolje-Sibirskoje,80,2022-02-15 17:45:25+08
559,Uttarpara-Kotrung,44,2022-02-15 17:45:25+08
560,Vaduz,55,2022-02-15 17:45:25+08
561,Valencia,104,2022-02-15 17:45:25+08
562,Valle de la Pascua,104,2022-02-15 17:45:25+08
563,Valle de Santiago,60,2022-02-15 17:45:25+08
564,Valparai,44,2022-02-15 17:45:25+08
565,Vancouver,20,2022-02-15 17:45:25+08
566,Varanasi (Benares),44,2022-02-15 17:45:25+08
567,Vicente Lpez,6,2022-02-15 17:45:25+08
568,Vijayawada,44,2022-02-15 17:45:25+08
569,Vila Velha,15,2022-02-15 17:45:25+08
570,Vilnius,56,2022-02-15 17:45:25+08
571,Vinh,105,2022-02-15 17:45:25+08
572,Vitria de Santo Anto,15,2022-02-15 17:45:25+08
573,Warren,103,2022-02-15 17:45:25+08
574,Weifang,23,2022-02-15 17:45:25+08
575,Witten,38,2022-02-15 17:45:25+08
576,Woodridge,8,2022-02-15 17:45:25+08
577,Wroclaw,76,2022-02-15 17:45:25+08
578,Xiangfan,23,2022-02-15 17:45:25+08
579,Xiangtan,23,2022-02-15 17:45:25+08
580,Xintai,23,2022-02-15 17:45:25+08
581,Xinxiang,23,2022-02-15 17:45:25+08
582,Yamuna Nagar,44,2022-02-15 17:45:25+08
583,Yangor,65,2022-02-15 17:45:25+08
584,Yantai,23,2022-02-15 17:45:25+08
585,Yaound,19,2022-02-15 17:45:25+08
586,Yerevan,7,2022-02-15 17:45:25+08
587,Yinchuan,23,2022-02-15 17:45:25+08
588,Yingkou,23,2022-02-15 17:45:25+08
589,York,102,2022-02-15 17:45:25+08
590,Yuncheng,23,2022-02-15 17:45:25+08
591,Yuzhou,23,2022-02-15 17:45:25+08
592,Zalantun,23,2022-02-15 17:45:25+08
593,Zanzibar,93,2022-02-15 17:45:25+08
594,Zaoyang,23,2022-02-15 17:45:25+08
595,Zapopan,60,2022-02-15 17:45:25+08
596,Zaria,69,2022-02-15 17:45:25+08
597,Zeleznogorsk,80,2022-02-15 17:45:25+08
598,Zhezqazghan,51,2022-02-15 17:45:25+08
599,Zhoushan,23,2022-02-15 17:45:25+08
600,Ziguinchor,83,2022-02-15 17:45:25+08
