rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
1917,2022-06-17 12:36:07+08,2667,400,2022-06-24 08:44:07+08,1,2022-02-16 10:30:53+08
1918,2022-06-17 12:40:14+08,3749,310,2022-06-21 15:53:14+08,2,2022-02-16 10:30:53+08
1919,2022-06-17 12:40:52+08,3855,197,2022-06-23 12:58:52+08,1,2022-02-16 10:30:53+08
1920,2022-06-17 13:00:23+08,2199,75,2022-06-24 11:49:23+08,1,2022-02-16 10:30:53+08
1921,2022-06-17 13:04:16+08,4369,417,2022-06-23 12:26:16+08,2,2022-02-16 10:30:53+08
1922,2022-06-17 13:04:25+08,2484,343,2022-06-18 16:15:25+08,2,2022-02-16 10:30:53+08
1923,2022-06-17 13:06:10+08,691,400,2022-06-24 11:29:10+08,2,2022-02-16 10:30:53+08
1924,2022-06-17 13:13:34+08,2577,86,2022-06-18 08:51:34+08,1,2022-02-16 10:30:53+08
1925,2022-06-17 13:16:47+08,3995,510,2022-06-21 13:03:47+08,1,2022-02-16 10:30:53+08
1926,2022-06-17 13:24:30+08,3509,462,2022-06-25 10:39:30+08,2,2022-02-16 10:30:53+08
1927,2022-06-17 13:48:19+08,3304,188,2022-06-21 10:23:19+08,1,2022-02-16 10:30:53+08
1928,2022-06-17 13:48:31+08,3454,353,2022-06-26 15:17:31+08,1,2022-02-16 10:30:53+08
1929,2022-06-17 13:49:30+08,573,327,2022-06-22 19:07:30+08,2,2022-02-16 10:30:53+08
1930,2022-06-17 13:50:46+08,79,112,2022-06-19 15:51:46+08,2,2022-02-16 10:30:53+08
1931,2022-06-17 13:51:56+08,1411,391,2022-06-22 15:27:56+08,1,2022-02-16 10:30:53+08
1932,2022-06-17 13:54:41+08,3185,120,2022-06-19 12:12:41+08,2,2022-02-16 10:30:53+08
1933,2022-06-17 13:54:42+08,980,13,2022-06-26 09:00:42+08,1,2022-02-16 10:30:53+08
1934,2022-06-17 14:04:57+08,4000,16,2022-06-25 19:21:57+08,2,2022-02-16 10:30:53+08
1935,2022-06-17 14:14:15+08,1962,295,2022-06-20 12:59:15+08,1,2022-02-16 10:30:53+08
1936,2022-06-17 14:15:41+08,3037,213,2022-06-18 18:37:41+08,2,2022-02-16 10:30:53+08
1937,2022-06-17 14:16:46+08,1266,385,2022-06-21 11:22:46+08,2,2022-02-16 10:30:53+08
1938,2022-06-17 14:18:36+08,570,454,2022-06-19 08:43:36+08,2,2022-02-16 10:30:53+08
1939,2022-06-17 14:26:45+08,605,11,2022-06-25 20:06:45+08,2,2022-02-16 10:30:53+08
1940,2022-06-17 14:42:22+08,105,451,2022-06-22 18:59:22+08,1,2022-02-16 10:30:53+08
1941,2022-06-17 14:42:45+08,1063,519,2022-06-20 14:12:45+08,1,2022-02-16 10:30:53+08
1942,2022-06-17 14:43:39+08,261,143,2022-06-25 09:24:39+08,1,2022-02-16 10:30:53+08
1943,2022-06-17 14:49:17+08,4327,144,2022-06-20 10:47:17+08,1,2022-02-16 10:30:53+08
1944,2022-06-17 14:50:53+08,318,16,2022-06-23 09:52:53+08,2,2022-02-16 10:30:53+08
1945,2022-06-17 14:51:26+08,3366,207,2022-06-23 20:22:26+08,2,2022-02-16 10:30:53+08
1946,2022-06-17 14:58:39+08,2335,389,2022-06-25 13:49:39+08,2,2022-02-16 10:30:53+08
1947,2022-06-17 15:02:20+08,3344,479,2022-06-25 17:25:20+08,1,2022-02-16 10:30:53+08
1948,2022-06-17 15:06:53+08,46,89,2022-06-21 12:00:53+08,1,2022-02-16 10:30:53+08
1949,2022-06-17 15:19:22+08,1478,208,2022-06-25 15:43:22+08,1,2022-02-16 10:30:53+08
1950,2022-06-17 15:26:52+08,723,594,2022-06-22 15:08:52+08,2,2022-02-16 10:30:53+08
1951,2022-06-17 15:30:35+08,955,123,2022-06-20 17:43:35+08,2,2022-02-16 10:30:53+08
1952,2022-06-17 15:33:02+08,1823,338,2022-06-21 21:00:02+08,2,2022-02-16 10:30:53+08
1953,2022-06-17 15:34:57+08,3549,405,2022-06-24 16:38:57+08,2,2022-02-16 10:30:53+08
1954,2022-06-17 15:37:55+08,3203,533,2022-06-20 09:55:55+08,2,2022-02-16 10:30:53+08
1955,2022-06-17 15:40:22+08,811,311,2022-06-19 17:47:22+08,1,2022-02-16 10:30:53+08
1956,2022-06-17 15:43:32+08,1403,492,2022-06-21 18:08:32+08,1,2022-02-16 10:30:53+08
1957,2022-06-17 15:50:58+08,2496,68,2022-06-26 20:39:58+08,2,2022-02-16 10:30:53+08
1958,2022-06-17 15:52:01+08,1843,581,2022-06-23 14:55:01+08,2,2022-02-16 10:30:53+08
1959,2022-06-17 15:54:10+08,1464,554,2022-06-20 12:02:10+08,2,2022-02-16 10:30:53+08
1960,2022-06-17 15:59:57+08,2202,27,2022-06-23 21:38:57+08,2,2022-02-16 10:30:53+08
1961,2022-06-17 16:02:58+08,2851,384,2022-06-20 10:07:58+08,1,2022-02-16 10:30:53+08
1962,2022-06-17 16:08:58+08,4386,536,2022-06-23 21:55:58+08,1,2022-02-16 10:30:53+08
1963,2022-06-17 16:09:31+08,1943,154,2022-06-24 20:16:31+08,2,2022-02-16 10:30:53+08
1964,2022-06-17 16:10:09+08,3390,53,2022-06-21 22:08:09+08,1,2022-02-16 10:30:53+08
1965,2022-06-17 16:17:39+08,480,256,2022-06-18 19:35:39+08,2,2022-02-16 10:30:53+08
1966,2022-06-17 16:19:45+08,2085,6,2022-06-20 18:19:45+08,1,2022-02-16 10:30:53+08
1967,2022-06-17 16:19:52+08,3225,558,2022-06-21 10:35:52+08,1,2022-02-16 10:30:53+08
1968,2022-06-17 16:20:36+08,1139,246,2022-06-18 18:06:36+08,2,2022-02-16 10:30:53+08
1969,2022-06-17 16:22:22+08,4450,337,2022-06-21 12:31:22+08,2,2022-02-16 10:30:53+08
1970,2022-06-17 16:23:16+08,1358,303,2022-06-22 16:40:16+08,2,2022-02-16 10:30:53+08
1971,2022-06-17 16:23:59+08,2870,357,2022-06-25 20:20:59+08,2,2022-02-16 10:30:53+08
1972,2022-06-17 16:25:49+08,2758,526,2022-06-24 16:59:49+08,2,2022-02-16 10:30:53+08
1973,2022-06-17 16:26:15+08,3669,256,2022-06-21 17:18:15+08,1,2022-02-16 10:30:53+08
1974,2022-06-17 16:30:05+08,1979,111,2022-06-21 19:10:05+08,1,2022-02-16 10:30:53+08
1975,2022-06-17 16:32:10+08,2520,468,2022-06-23 10:50:10+08,2,2022-02-16 10:30:53+08
1976,2022-06-17 16:38:08+08,3631,184,2022-06-23 14:23:08+08,2,2022-02-16 10:30:53+08
1977,2022-06-17 16:38:22+08,2468,459,2022-06-23 21:19:22+08,2,2022-02-16 10:30:53+08
1978,2022-06-17 16:42:34+08,1590,278,2022-06-20 16:13:34+08,2,2022-02-16 10:30:53+08
1979,2022-06-17 16:45:30+08,3470,45,2022-06-20 17:52:30+08,1,2022-02-16 10:30:53+08
1980,2022-06-17 16:48:05+08,2985,328,2022-06-23 21:43:05+08,1,2022-02-16 10:30:53+08
1981,2022-06-17 17:03:34+08,3186,526,2022-06-20 20:14:34+08,2,2022-02-16 10:30:53+08
1982,2022-06-17 17:12:15+08,1091,566,2022-06-20 20:56:15+08,1,2022-02-16 10:30:53+08
1983,2022-06-17 17:22:13+08,1955,365,2022-06-24 12:04:13+08,1,2022-02-16 10:30:53+08
1984,2022-06-17 17:25:28+08,3417,380,2022-06-23 15:18:28+08,2,2022-02-16 10:30:53+08
1985,2022-06-17 17:31:37+08,87,411,2022-06-22 18:17:37+08,1,2022-02-16 10:30:53+08
1986,2022-06-17 17:34:59+08,2894,541,2022-06-24 11:57:59+08,2,2022-02-16 10:30:53+08
1987,2022-06-17 17:40:36+08,110,479,2022-06-23 21:23:36+08,1,2022-02-16 10:30:53+08
1988,2022-06-17 17:42:34+08,3054,261,2022-06-25 18:47:34+08,2,2022-02-16 10:30:53+08
1989,2022-06-17 17:47:24+08,634,35,2022-06-19 12:12:24+08,1,2022-02-16 10:30:53+08
1990,2022-06-17 17:48:44+08,1471,571,2022-06-24 15:11:44+08,1,2022-02-16 10:30:53+08
1991,2022-06-17 17:49:23+08,3963,105,2022-06-25 17:48:23+08,1,2022-02-16 10:30:53+08
1992,2022-06-17 17:58:53+08,636,233,2022-06-19 15:42:53+08,2,2022-02-16 10:30:53+08
1993,2022-06-17 17:59:24+08,168,234,2022-06-23 14:30:24+08,2,2022-02-16 10:30:53+08
1994,2022-06-17 18:07:06+08,2203,346,2022-06-25 15:32:06+08,2,2022-02-16 10:30:53+08
1995,2022-06-17 18:11:14+08,1866,10,2022-06-26 23:37:14+08,1,2022-02-16 10:30:53+08
1996,2022-06-17 18:17:45+08,3074,149,2022-06-26 16:42:45+08,1,2022-02-16 10:30:53+08
1997,2022-06-17 18:19:43+08,846,411,2022-06-19 21:18:43+08,1,2022-02-16 10:30:53+08
1998,2022-06-17 18:24:57+08,4365,562,2022-06-26 16:48:57+08,1,2022-02-16 10:30:53+08
1999,2022-06-17 18:30:08+08,3704,111,2022-06-23 15:36:08+08,1,2022-02-16 10:30:53+08
2000,2022-06-17 18:32:30+08,323,163,2022-06-22 20:37:30+08,1,2022-02-16 10:30:53+08
2001,2022-06-17 18:35:09+08,2069,260,2022-06-21 21:52:09+08,2,2022-02-16 10:30:53+08
2002,2022-06-17 18:39:58+08,2406,514,2022-06-24 22:41:58+08,2,2022-02-16 10:30:53+08
2003,2022-06-17 18:40:35+08,1581,515,2022-06-19 15:30:35+08,2,2022-02-16 10:30:53+08
2004,2022-06-17 18:43:38+08,1342,171,2022-06-24 15:05:38+08,2,2022-02-16 10:30:53+08
2005,2022-06-17 18:44:54+08,4177,234,2022-06-19 17:53:54+08,1,2022-02-16 10:30:53+08
2006,2022-06-17 18:47:03+08,992,215,2022-06-19 20:47:03+08,2,2022-02-16 10:30:53+08
2007,2022-06-17 18:47:17+08,1123,572,2022-06-21 14:19:17+08,1,2022-02-16 10:30:53+08
2008,2022-06-17 18:48:05+08,2081,570,2022-06-25 20:16:05+08,1,2022-02-16 10:30:53+08
2009,2022-06-17 18:48:31+08,1902,119,2022-06-18 16:34:31+08,2,2022-02-16 10:30:53+08
2010,2022-06-17 18:54:15+08,2845,329,2022-06-21 12:55:15+08,1,2022-02-16 10:30:53+08
2011,2022-06-17 18:56:09+08,734,350,2022-06-24 13:47:09+08,2,2022-02-16 10:30:53+08
2012,2022-06-17 18:57:15+08,3588,84,2022-06-25 00:18:15+08,1,2022-02-16 10:30:53+08
2013,2022-06-17 19:03:01+08,3256,165,2022-06-24 17:04:01+08,1,2022-02-16 10:30:53+08
2014,2022-06-17 19:03:28+08,2969,337,2022-06-25 23:00:28+08,2,2022-02-16 10:30:53+08
2015,2022-06-17 19:16:29+08,3776,484,2022-06-18 21:40:29+08,2,2022-02-16 10:30:53+08
2016,2022-06-17 19:18:36+08,4265,282,2022-06-20 19:13:36+08,1,2022-02-16 10:30:53+08
2017,2022-06-17 19:33:30+08,1434,516,2022-06-19 17:08:30+08,2,2022-02-16 10:30:53+08
2018,2022-06-17 19:35:58+08,1278,380,2022-06-26 20:16:58+08,2,2022-02-16 10:30:53+08
2019,2022-06-17 19:38:44+08,2314,528,2022-06-24 00:38:44+08,2,2022-02-16 10:30:53+08
2020,2022-06-17 19:39:50+08,1914,384,2022-06-19 21:59:50+08,1,2022-02-16 10:30:53+08
2021,2022-06-17 19:41:18+08,2852,319,2022-06-24 00:17:18+08,2,2022-02-16 10:30:53+08
2022,2022-06-17 19:44:39+08,3053,547,2022-06-25 19:32:39+08,1,2022-02-16 10:30:53+08
2023,2022-06-17 19:52:58+08,787,169,2022-06-23 18:07:58+08,1,2022-02-16 10:30:53+08
2024,2022-06-17 20:00:51+08,2566,329,2022-06-22 14:03:51+08,1,2022-02-16 10:30:53+08
2025,2022-06-17 20:04:00+08,1203,447,2022-06-19 01:45:00+08,2,2022-02-16 10:30:53+08
2026,2022-06-17 20:05:38+08,3681,491,2022-06-22 00:19:38+08,1,2022-02-16 10:30:53+08
2027,2022-06-17 20:06:56+08,4309,265,2022-06-23 20:46:56+08,1,2022-02-16 10:30:53+08
2028,2022-06-17 20:08:08+08,4451,155,2022-06-23 17:54:08+08,1,2022-02-16 10:30:53+08
2029,2022-06-17 20:10:59+08,914,512,2022-06-20 01:15:59+08,1,2022-02-16 10:30:53+08
2030,2022-06-17 20:13:27+08,4024,457,2022-06-19 17:44:27+08,1,2022-02-16 10:30:53+08
2031,2022-06-17 20:14:03+08,4275,570,2022-06-25 17:06:03+08,2,2022-02-16 10:30:53+08
2032,2022-06-17 20:24:07+08,425,316,2022-06-19 01:18:07+08,1,2022-02-16 10:30:53+08
2033,2022-06-17 20:24:43+08,58,90,2022-06-20 19:34:43+08,1,2022-02-16 10:30:53+08
2034,2022-06-17 20:27:16+08,1512,587,2022-06-22 15:53:16+08,2,2022-02-16 10:30:53+08
2035,2022-06-17 20:45:09+08,4371,158,2022-06-26 22:30:09+08,2,2022-02-16 10:30:53+08
2036,2022-06-17 20:46:52+08,100,486,2022-06-18 22:42:52+08,2,2022-02-16 10:30:53+08
2037,2022-06-17 20:54:20+08,2582,308,2022-06-20 21:49:20+08,2,2022-02-16 10:30:53+08
2038,2022-06-17 21:00:51+08,4231,138,2022-06-19 18:54:51+08,2,2022-02-16 10:30:53+08
2039,2022-06-17 21:03:43+08,1514,304,2022-06-24 16:21:43+08,1,2022-02-16 10:30:53+08
2040,2022-06-17 21:18:37+08,227,260,2022-06-23 02:08:37+08,1,2022-02-16 10:30:53+08
2041,2022-06-17 21:19:00+08,782,348,2022-06-26 15:38:00+08,2,2022-02-16 10:30:53+08
2042,2022-06-17 21:31:02+08,3102,84,2022-06-18 21:43:02+08,1,2022-02-16 10:30:53+08
2043,2022-06-17 21:31:12+08,2495,4,2022-06-19 18:04:12+08,2,2022-02-16 10:30:53+08
2044,2022-06-17 21:37:57+08,2418,484,2022-06-23 00:15:57+08,2,2022-02-16 10:30:53+08
2045,2022-06-17 21:38:11+08,561,391,2022-06-26 20:44:11+08,2,2022-02-16 10:30:53+08
2046,2022-06-17 21:39:50+08,872,374,2022-06-24 23:02:50+08,1,2022-02-16 10:30:53+08
2047,2022-06-17 21:40:58+08,2371,201,2022-06-21 15:52:58+08,1,2022-02-16 10:30:53+08
2048,2022-06-17 21:55:29+08,2055,454,2022-06-23 23:29:29+08,2,2022-02-16 10:30:53+08
2049,2022-06-17 21:58:36+08,1053,182,2022-06-22 21:53:36+08,2,2022-02-16 10:30:53+08
2050,2022-06-17 22:07:30+08,1963,549,2022-06-18 21:43:30+08,1,2022-02-16 10:30:53+08
2051,2022-06-17 22:10:16+08,2366,191,2022-06-20 03:45:16+08,1,2022-02-16 10:30:53+08
2052,2022-06-17 22:14:43+08,1686,172,2022-06-21 18:08:43+08,1,2022-02-16 10:30:53+08
2053,2022-06-17 22:19:34+08,4279,521,2022-06-19 17:06:34+08,2,2022-02-16 10:30:53+08
2054,2022-06-17 22:26:37+08,1588,295,2022-06-26 21:22:37+08,1,2022-02-16 10:30:53+08
2055,2022-06-17 22:27:03+08,1399,593,2022-06-25 20:44:03+08,1,2022-02-16 10:30:53+08
2056,2022-06-17 22:27:33+08,229,42,2022-06-20 20:04:33+08,2,2022-02-16 10:30:53+08
2057,2022-06-17 22:31:58+08,2803,190,2022-06-25 16:39:58+08,1,2022-02-16 10:30:53+08
2058,2022-06-17 22:34:41+08,1324,57,2022-06-25 21:50:41+08,1,2022-02-16 10:30:53+08
2059,2022-06-17 22:36:12+08,739,114,2022-06-19 02:01:12+08,2,2022-02-16 10:30:53+08
2060,2022-06-17 22:42:42+08,1523,64,2022-06-22 23:39:42+08,1,2022-02-16 10:30:53+08
2061,2022-06-17 22:47:00+08,4575,108,2022-06-24 23:36:00+08,2,2022-02-16 10:30:53+08
2062,2022-06-17 22:56:43+08,1749,55,2022-06-21 04:37:43+08,2,2022-02-16 10:30:53+08
2063,2022-06-17 22:56:53+08,4323,5,2022-06-21 21:19:53+08,1,2022-02-16 10:30:53+08
2064,2022-06-17 22:57:56+08,1970,67,2022-06-24 04:04:56+08,2,2022-02-16 10:30:53+08
2065,2022-06-17 23:03:46+08,844,266,2022-06-22 23:41:46+08,2,2022-02-16 10:30:53+08
2066,2022-06-17 23:07:08+08,2561,248,2022-06-24 22:20:08+08,2,2022-02-16 10:30:53+08
2067,2022-06-17 23:11:08+08,1711,297,2022-06-22 20:01:08+08,2,2022-02-16 10:30:53+08
2068,2022-06-17 23:11:46+08,4252,387,2022-06-20 18:28:46+08,1,2022-02-16 10:30:53+08
2069,2022-06-17 23:19:39+08,2746,551,2022-06-26 23:48:39+08,1,2022-02-16 10:30:53+08
2070,2022-06-17 23:27:51+08,2609,24,2022-06-21 03:46:51+08,1,2022-02-16 10:30:53+08
2071,2022-06-17 23:33:17+08,2867,479,2022-06-24 04:51:17+08,1,2022-02-16 10:30:53+08
2072,2022-06-17 23:33:32+08,86,261,2022-06-23 20:22:32+08,1,2022-02-16 10:30:53+08
2073,2022-06-17 23:33:59+08,3530,410,2022-06-19 18:57:59+08,1,2022-02-16 10:30:53+08
2074,2022-06-17 23:40:03+08,71,495,2022-06-21 04:34:03+08,1,2022-02-16 10:30:53+08
2075,2022-06-17 23:40:33+08,2415,459,2022-06-19 20:55:33+08,2,2022-02-16 10:30:53+08
2076,2022-06-17 23:43:47+08,2242,217,2022-06-24 18:12:47+08,1,2022-02-16 10:30:53+08
2077,2022-06-17 23:46:11+08,4478,113,2022-06-19 22:10:11+08,1,2022-02-16 10:30:53+08
2078,2022-06-17 23:48:55+08,2021,278,2022-06-20 01:01:55+08,1,2022-02-16 10:30:53+08
2079,2022-06-17 23:49:45+08,3853,465,2022-06-19 01:10:45+08,1,2022-02-16 10:30:53+08
2080,2022-06-17 23:59:40+08,1231,476,2022-06-21 18:28:40+08,2,2022-02-16 10:30:53+08
2081,2022-06-18 00:05:02+08,917,253,2022-06-27 03:26:02+08,1,2022-02-16 10:30:53+08
2082,2022-06-18 00:13:32+08,434,254,2022-06-19 23:16:32+08,1,2022-02-16 10:30:53+08
2083,2022-06-18 00:14:00+08,2423,97,2022-06-19 01:31:00+08,2,2022-02-16 10:30:53+08
2084,2022-06-18 00:17:19+08,428,92,2022-06-22 21:57:19+08,1,2022-02-16 10:30:53+08
2085,2022-06-18 00:30:56+08,2275,214,2022-06-23 19:13:56+08,1,2022-02-16 10:30:53+08
2086,2022-06-18 00:32:07+08,898,326,2022-06-22 03:19:07+08,2,2022-02-16 10:30:53+08
2087,2022-06-18 00:35:10+08,466,398,2022-06-26 20:52:10+08,1,2022-02-16 10:30:53+08
2088,2022-06-18 00:35:30+08,506,310,2022-06-24 03:13:30+08,2,2022-02-16 10:30:53+08
2089,2022-06-18 00:45:09+08,4030,156,2022-06-25 23:41:09+08,1,2022-02-16 10:30:53+08
2090,2022-06-18 01:06:14+08,17,197,2022-06-23 06:52:14+08,1,2022-02-16 10:30:53+08
2091,2022-06-18 01:09:04+08,4033,260,2022-06-26 19:11:04+08,1,2022-02-16 10:30:53+08
2092,2022-06-18 01:12:16+08,4427,556,2022-06-25 22:06:16+08,2,2022-02-16 10:30:53+08
2093,2022-06-18 01:14:08+08,814,26,2022-06-27 01:10:08+08,1,2022-02-16 10:30:53+08
2094,2022-06-18 01:18:56+08,2205,308,2022-06-19 02:36:56+08,1,2022-02-16 10:30:53+08
2095,2022-06-18 01:21:35+08,1907,8,2022-06-24 06:49:35+08,2,2022-02-16 10:30:53+08
2096,2022-06-18 01:33:04+08,1069,431,2022-06-22 00:29:04+08,2,2022-02-16 10:30:53+08
2097,2022-06-18 01:40:04+08,569,439,2022-06-23 20:49:04+08,1,2022-02-16 10:30:53+08
2098,2022-06-18 01:42:09+08,3951,274,2022-06-20 03:40:09+08,1,2022-02-16 10:30:53+08
2099,2022-06-18 01:47:26+08,3660,146,2022-06-25 05:31:26+08,2,2022-02-16 10:30:53+08
2100,2022-06-18 01:53:21+08,2267,387,2022-06-20 04:49:21+08,2,2022-02-16 10:30:53+08
2101,2022-06-18 01:57:02+08,2137,581,2022-06-20 22:38:02+08,2,2022-02-16 10:30:53+08
2102,2022-06-18 02:05:22+08,2316,486,2022-06-24 06:21:22+08,2,2022-02-16 10:30:53+08
2103,2022-06-18 02:13:10+08,1469,456,2022-06-22 04:32:10+08,2,2022-02-16 10:30:53+08
2104,2022-06-18 02:14:30+08,3084,136,2022-06-19 23:26:30+08,1,2022-02-16 10:30:53+08
2105,2022-06-18 02:15:45+08,4090,57,2022-06-20 23:00:45+08,1,2022-02-16 10:30:53+08
2106,2022-06-18 02:29:03+08,643,66,2022-06-24 01:17:03+08,2,2022-02-16 10:30:53+08
2107,2022-06-18 02:31:16+08,1270,104,2022-06-19 06:33:16+08,1,2022-02-16 10:30:53+08
2108,2022-06-18 02:35:26+08,1395,503,2022-06-25 22:45:26+08,1,2022-02-16 10:30:53+08
2109,2022-06-18 02:41:42+08,2292,493,2022-06-26 00:03:42+08,2,2022-02-16 10:30:53+08
2110,2022-06-18 02:45:49+08,3592,163,2022-06-27 01:59:49+08,2,2022-02-16 10:30:53+08
2111,2022-06-18 02:47:21+08,2108,76,2022-06-20 05:46:21+08,2,2022-02-16 10:30:53+08
2112,2022-06-18 02:52:42+08,1629,18,2022-06-25 07:00:42+08,2,2022-02-16 10:30:53+08
2113,2022-06-18 02:57:46+08,1509,406,2022-06-24 07:22:46+08,1,2022-02-16 10:30:53+08
2114,2022-06-18 03:00:25+08,3541,358,2022-06-24 01:51:25+08,1,2022-02-16 10:30:53+08
2115,2022-06-18 03:02:16+08,3448,270,2022-06-25 23:56:16+08,2,2022-02-16 10:30:53+08
2116,2022-06-18 03:16:12+08,2373,24,2022-06-19 00:03:12+08,2,2022-02-16 10:30:53+08
2117,2022-06-18 03:24:00+08,2,170,2022-06-24 00:45:00+08,2,2022-02-16 10:30:53+08
2118,2022-06-18 03:28:29+08,1261,103,2022-06-24 05:47:29+08,1,2022-02-16 10:30:53+08
2119,2022-06-18 03:34:42+08,2104,561,2022-06-22 07:05:42+08,1,2022-02-16 10:30:53+08
2120,2022-06-18 03:36:50+08,1498,182,2022-06-27 08:18:50+08,2,2022-02-16 10:30:53+08
2121,2022-06-18 03:38:54+08,141,467,2022-06-23 06:06:54+08,2,2022-02-16 10:30:53+08
2122,2022-06-18 03:48:27+08,2932,245,2022-06-23 07:58:27+08,2,2022-02-16 10:30:53+08
2123,2022-06-18 03:48:30+08,2497,545,2022-06-19 02:17:30+08,2,2022-02-16 10:30:53+08
2124,2022-06-18 03:49:14+08,1273,178,2022-06-24 00:44:14+08,1,2022-02-16 10:30:53+08
2125,2022-06-18 03:53:42+08,4303,473,2022-06-19 08:53:42+08,2,2022-02-16 10:30:53+08
2126,2022-06-18 03:54:36+08,4276,263,2022-06-27 09:16:36+08,1,2022-02-16 10:30:53+08
2127,2022-06-18 03:54:48+08,3757,187,2022-06-18 23:28:48+08,2,2022-02-16 10:30:53+08
2128,2022-06-18 03:54:58+08,352,2,2022-06-24 07:41:58+08,2,2022-02-16 10:30:53+08
2129,2022-06-18 03:58:32+08,1930,249,2022-06-24 05:22:32+08,1,2022-02-16 10:30:53+08
2130,2022-06-18 04:00:44+08,1369,413,2022-06-26 07:05:44+08,2,2022-02-16 10:30:53+08
2131,2022-06-18 04:02:25+08,4424,85,2022-06-26 01:45:25+08,1,2022-02-16 10:30:53+08
2132,2022-06-18 04:05:06+08,2636,186,2022-06-21 01:10:06+08,1,2022-02-16 10:30:53+08
2133,2022-06-18 04:10:05+08,932,268,2022-06-24 05:41:05+08,1,2022-02-16 10:30:53+08
2134,2022-06-18 04:13:44+08,1699,378,2022-06-26 23:28:44+08,2,2022-02-16 10:30:53+08
2135,2022-06-18 04:14:02+08,4091,39,2022-06-19 07:59:02+08,1,2022-02-16 10:30:53+08
2136,2022-06-18 04:16:41+08,2651,20,2022-06-25 05:42:41+08,2,2022-02-16 10:30:53+08
2137,2022-06-18 04:18:28+08,1158,581,2022-06-21 04:05:28+08,1,2022-02-16 10:30:53+08
2138,2022-06-18 04:28:14+08,512,254,2022-06-22 08:16:14+08,2,2022-02-16 10:30:53+08
2139,2022-06-18 04:29:34+08,807,236,2022-06-27 04:05:34+08,1,2022-02-16 10:30:53+08
2140,2022-06-18 04:40:29+08,2395,56,2022-06-19 07:42:29+08,1,2022-02-16 10:30:53+08
2141,2022-06-18 04:41:34+08,2176,86,2022-06-19 07:15:34+08,1,2022-02-16 10:30:53+08
2142,2022-06-18 04:55:43+08,1787,253,2022-06-27 02:41:43+08,2,2022-02-16 10:30:53+08
2143,2022-06-18 04:58:13+08,1257,507,2022-06-20 06:59:13+08,2,2022-02-16 10:30:53+08
2144,2022-06-18 05:05:40+08,3303,46,2022-06-21 09:53:40+08,1,2022-02-16 10:30:53+08
2145,2022-06-18 05:10:36+08,238,388,2022-06-19 04:07:36+08,2,2022-02-16 10:30:53+08
2146,2022-06-18 05:26:23+08,326,456,2022-06-27 00:10:23+08,1,2022-02-16 10:30:53+08
2147,2022-06-18 05:28:13+08,2752,279,2022-06-23 03:50:13+08,1,2022-02-16 10:30:53+08
2148,2022-06-18 05:44:35+08,315,338,2022-06-27 02:43:35+08,1,2022-02-16 10:30:53+08
2149,2022-06-18 05:50:00+08,3365,333,2022-06-27 01:40:00+08,1,2022-02-16 10:30:53+08
2150,2022-06-18 05:50:36+08,1910,406,2022-06-22 02:33:36+08,1,2022-02-16 10:30:53+08
2151,2022-06-18 05:52:37+08,407,329,2022-06-21 05:00:37+08,1,2022-02-16 10:30:53+08
2152,2022-06-18 05:53:27+08,2665,307,2022-06-24 02:19:27+08,1,2022-02-16 10:30:53+08
2153,2022-06-18 05:58:04+08,2440,357,2022-06-25 02:38:04+08,2,2022-02-16 10:30:53+08
2154,2022-06-18 05:59:42+08,1655,30,2022-06-24 11:11:42+08,1,2022-02-16 10:30:53+08
2155,2022-06-18 06:07:29+08,3640,227,2022-06-25 10:23:29+08,2,2022-02-16 10:30:53+08
2156,2022-06-18 06:08:12+08,623,237,2022-06-23 02:44:12+08,2,2022-02-16 10:30:53+08
2157,2022-06-18 06:30:52+08,1619,201,2022-06-24 08:56:52+08,2,2022-02-16 10:30:53+08
2158,2022-06-18 06:36:27+08,243,530,2022-06-20 02:25:27+08,2,2022-02-16 10:30:53+08
2159,2022-06-18 06:37:29+08,3095,465,2022-06-25 07:18:29+08,2,2022-02-16 10:30:53+08
2160,2022-06-18 06:39:11+08,1644,32,2022-06-23 03:04:11+08,1,2022-02-16 10:30:53+08
2161,2022-06-18 06:39:50+08,3149,75,2022-06-27 06:28:50+08,2,2022-02-16 10:30:53+08
2162,2022-06-18 06:45:47+08,1790,277,2022-06-22 04:03:47+08,1,2022-02-16 10:30:53+08
2163,2022-06-18 06:46:16+08,2600,130,2022-06-23 05:48:16+08,2,2022-02-16 10:30:53+08
2164,2022-06-18 06:46:21+08,3442,227,2022-06-25 02:10:21+08,2,2022-02-16 10:30:53+08
2165,2022-06-18 06:51:10+08,2392,471,2022-06-22 06:54:10+08,1,2022-02-16 10:30:53+08
2166,2022-06-18 06:51:21+08,4343,305,2022-06-27 08:06:21+08,2,2022-02-16 10:30:53+08
2167,2022-06-18 06:51:28+08,3796,307,2022-06-21 07:43:28+08,2,2022-02-16 10:30:53+08
2168,2022-06-18 06:53:24+08,802,308,2022-06-20 08:11:24+08,1,2022-02-16 10:30:53+08
2169,2022-06-18 06:57:23+08,785,120,2022-06-20 03:14:23+08,2,2022-02-16 10:30:53+08
2170,2022-06-18 06:57:34+08,3989,42,2022-06-22 10:37:34+08,2,2022-02-16 10:30:53+08
2171,2022-06-18 07:06:04+08,1768,147,2022-06-25 01:09:04+08,2,2022-02-16 10:30:53+08
